 #      PC            ROC          NC         R(KM)       M/MSOL       A(E58)     MPROP/MSOL     I(E45)      y(R)       k2 (Love)       Lambda
  0.226464E+36 0.123551E+16 0.644348      12.0998      1.65666     0.222059      1.99047      1.78927     0.791536     0.557303E-01  109.913    
  0.229087E+36 0.123832E+16 0.645572      12.0855      1.66056     0.222666      1.99688      1.79119     0.798195     0.551909E-01  106.941    
  0.231739E+36 0.124117E+16 0.646808      12.0712      1.66451     0.223280      2.00338      1.79324     0.804841     0.546547E-01  104.035    
  0.234423E+36 0.124428E+16 0.648140      12.0570      1.66851     0.223903      2.00995      1.79539     0.811472     0.541220E-01  101.196    
  0.237137E+36 0.124740E+16 0.649474      12.0429      1.67255     0.224533      2.01659      1.79766     0.818086     0.535928E-01  98.4242    
  0.239883E+36 0.125053E+16 0.650811      12.0289      1.67664     0.225170      2.02331      1.80004     0.824684     0.530673E-01  95.7182    
  0.242661E+36 0.125366E+16 0.652151      12.0149      1.68076     0.225815      2.03010      1.80253     0.831266     0.525455E-01  93.0773    
  0.245471E+36 0.125681E+16 0.653494      12.0010      1.68493     0.226467      2.03696      1.80512     0.837832     0.520273E-01  90.5007    
  0.248313E+36 0.125996E+16 0.654840      11.9872      1.68913     0.227126      2.04389      1.80782     0.844383     0.515127E-01  87.9874    
  0.251189E+36 0.126312E+16 0.656188      11.9735      1.69338     0.227792      2.05089      1.81063     0.850920     0.510019E-01  85.5365    
  0.254097E+36 0.126629E+16 0.657539      11.9598      1.69766     0.228465      2.05795      1.81353     0.857441     0.504948E-01  83.1469    
  0.257040E+36 0.126946E+16 0.658893      11.9462      1.70198     0.229145      2.06509      1.81654     0.863947     0.499915E-01  80.8178    
  0.260016E+36 0.127264E+16 0.660249      11.9327      1.70634     0.229831      2.07229      1.81964     0.870439     0.494919E-01  78.5480    
  0.263027E+36 0.127607E+16 0.661690      11.9192      1.71073     0.230524      2.07955      1.82285     0.876916     0.489961E-01  76.3370    
  0.266073E+36 0.127957E+16 0.663155      11.9059      1.71515     0.231223      2.08687      1.82615     0.883375     0.485045E-01  74.1845    
  0.269153E+36 0.128308E+16 0.664622      11.8926      1.71960     0.231927      2.09425      1.82954     0.889818     0.480168E-01  72.0893    
  0.272270E+36 0.128659E+16 0.666093      11.8794      1.72408     0.232637      2.10169      1.83302     0.896245     0.475332E-01  70.0503    
  0.275423E+36 0.129011E+16 0.667567      11.8662      1.72859     0.233353      2.10918      1.83659     0.902657     0.470536E-01  68.0663    
  0.278612E+36 0.129365E+16 0.669044      11.8532      1.73313     0.234073      2.11672      1.84024     0.909053     0.465781E-01  66.1361    
  0.281838E+36 0.129719E+16 0.670524      11.8402      1.73769     0.234799      2.12432      1.84398     0.915435     0.461066E-01  64.2586    
  0.285102E+36 0.130075E+16 0.672008      11.8273      1.74228     0.235530      2.13197      1.84780     0.921802     0.456391E-01  62.4325    
  0.288403E+36 0.130431E+16 0.673495      11.8145      1.74689     0.236266      2.13967      1.85170     0.928156     0.451756E-01  60.6567    
  0.291743E+36 0.130795E+16 0.675008      11.8017      1.75153     0.237007      2.14742      1.85568     0.934496     0.447161E-01  58.9301    
  0.295121E+36 0.131183E+16 0.676601      11.7890      1.75619     0.237752      2.15522      1.85974     0.940821     0.442607E-01  57.2521    
  0.298538E+36 0.131573E+16 0.678198      11.7764      1.76086     0.238502      2.16306      1.86387     0.947130     0.438096E-01  55.6220    
  0.301995E+36 0.131964E+16 0.679799      11.7639      1.76556     0.239255      2.17094      1.86807     0.953425     0.433626E-01  54.0383    
  0.305492E+36 0.132356E+16 0.681403      11.7514      1.77027     0.240012      2.17886      1.87234     0.959705     0.429199E-01  52.5000    
  0.309030E+36 0.132749E+16 0.683011      11.7391      1.77499     0.240772      2.18682      1.87667     0.965972     0.424812E-01  51.0059    
  0.312608E+36 0.133143E+16 0.684624      11.7268      1.77973     0.241536      2.19481      1.88107     0.972226     0.420467E-01  49.5549    
  0.316228E+36 0.133538E+16 0.686239      11.7145      1.78448     0.242303      2.20285      1.88553     0.978467     0.416162E-01  48.1457    
  0.319890E+36 0.133935E+16 0.687859      11.7023      1.78925     0.243074      2.21091      1.89006     0.984696     0.411899E-01  46.7772    
  0.323594E+36 0.134339E+16 0.689506      11.6902      1.79403     0.243848      2.21902      1.89464     0.990914     0.407675E-01  45.4485    
  0.327341E+36 0.134769E+16 0.691231      11.6782      1.79881     0.244624      2.22715      1.89927     0.997119     0.403493E-01  44.1589    
  0.331131E+36 0.135200E+16 0.692960      11.6662      1.80361     0.245403      2.23531      1.90396      1.00331     0.399354E-01  42.9075    
  0.334965E+36 0.135632E+16 0.694694      11.6543      1.80841     0.246184      2.24350      1.90870      1.00949     0.395256E-01  41.6933    
  0.338844E+36 0.136065E+16 0.696432      11.6425      1.81321     0.246967      2.25171      1.91348      1.01566     0.391199E-01  40.5151    
  0.342768E+36 0.136500E+16 0.698174      11.6307      1.81802     0.247752      2.25995      1.91831      1.02182     0.387183E-01  39.3719    
  0.346737E+36 0.136937E+16 0.699921      11.6190      1.82283     0.248538      2.26821      1.92318      1.02796     0.383207E-01  38.2626    
  0.350752E+36 0.137374E+16 0.701672      11.6073      1.82765     0.249327      2.27649      1.92810      1.03410     0.379272E-01  37.1864    
  0.354813E+36 0.137813E+16 0.703427      11.5957      1.83247     0.250116      2.28479      1.93305      1.04023     0.375376E-01  36.1422    
  0.358922E+36 0.138278E+16 0.705259      11.5842      1.83729     0.250908      2.29311      1.93804      1.04634     0.371520E-01  35.1292    
  0.363078E+36 0.138751E+16 0.707119      11.5727      1.84210     0.251700      2.30144      1.94306      1.05245     0.367706E-01  34.1469    
