#      PC            ROC          NC         R(KM)       M/MSOL       A(E58)     MPROP/MSOL     I(E45)      y(R)       k2 (Love)       Lambda
  0.177828E+36 0.109674E+16 0.589844      11.6083      1.53237     0.205318      1.81786      1.53482     0.569543     0.687444E-01  162.742    
  0.188365E+36 0.112262E+16 0.601588      11.5837      1.55972     0.209526      1.85785      1.56917     0.576407     0.665800E-01  142.756    
  0.199526E+36 0.114925E+16 0.613575      11.5577      1.58660     0.213689      1.89764      1.60273     0.584223     0.644336E-01  125.424    
  0.211349E+36 0.117682E+16 0.625826      11.5303      1.61296     0.217799      1.93716      1.63539     0.592991     0.623109E-01  110.380    
  0.223872E+36 0.120506E+16 0.638322      11.5015      1.63877     0.221850      1.97637      1.66709     0.602715     0.602157E-01  97.3011    
  0.237137E+36 0.123439E+16 0.651096      11.4712      1.66400     0.225835      2.01523      1.69774     0.613394     0.581523E-01  85.9155    
  0.251189E+36 0.126450E+16 0.664131      11.4394      1.68861     0.229748      2.05366      1.72726     0.625029     0.561245E-01  75.9923    
  0.266073E+36 0.129563E+16 0.677446      11.4063      1.71256     0.233583      2.09162      1.75558     0.637622     0.541353E-01  67.3291    
  0.281838E+36 0.132777E+16 0.691043      11.3717      1.73583     0.237332      2.12907      1.78262     0.651172     0.521879E-01  59.7581    
  0.298538E+36 0.136095E+16 0.704931      11.3357      1.75839     0.240992      2.16595      1.80831     0.665680     0.502844E-01  53.1304    
  0.316228E+36 0.139546E+16 0.719130      11.2984      1.78019     0.244553      2.20219      1.83259     0.681145     0.484278E-01  47.3233    
  0.334965E+36 0.143083E+16 0.733614      11.2596      1.80122     0.248010      2.23776      1.85538     0.697569     0.466195E-01  42.2267    
  0.354813E+36 0.146711E+16 0.748391      11.2196      1.82147     0.251362      2.27263      1.87666     0.714953     0.448601E-01  37.7451    
  0.375837E+36 0.150522E+16 0.763520      11.1782      1.84091     0.254601      2.30675      1.89639     0.733286     0.431513E-01  33.7996    
  0.398107E+36 0.154443E+16 0.778961      11.1355      1.85952     0.257721      2.34007      1.91450     0.752566     0.414946E-01  30.3228    
  0.421696E+36 0.158466E+16 0.794715      11.0915      1.87728     0.260720      2.37255      1.93097     0.772792     0.398899E-01  27.2529    
  0.446684E+36 0.162670E+16 0.810831      11.0464      1.89418     0.263594      2.40417      1.94578     0.793955     0.383373E-01  24.5381    
  0.473151E+36 0.167023E+16 0.827297      11.0000      1.91021     0.266336      2.43486      1.95889     0.816042     0.368380E-01  22.1356    
  0.501187E+36 0.171494E+16 0.844096      10.9525      1.92536     0.268945      2.46462      1.97029     0.839051     0.353911E-01  20.0053    
  0.530884E+36 0.176164E+16 0.861281      10.9040      1.93963     0.271417      2.49341      1.97997     0.862969     0.339961E-01  18.1134    
  0.562341E+36 0.181005E+16 0.878839      10.8544      1.95299     0.273749      2.52118      1.98793     0.887774     0.326535E-01  16.4318    
  0.595662E+36 0.185979E+16 0.896756      10.8037      1.96546     0.275939      2.54794      1.99415     0.913462     0.313620E-01  14.9342    
  0.630957E+36 0.191201E+16 0.915097      10.7521      1.97704     0.277984      2.57364      1.99867     0.940009     0.301209E-01  13.5987    
  0.668344E+36 0.196594E+16 0.933826      10.6997      1.98772     0.279883      2.59827      2.00148     0.967391     0.289297E-01  12.4066    
  0.707946E+36 0.202162E+16 0.952951      10.6463      1.99751     0.281634      2.62181      2.00261     0.995596     0.277869E-01  11.3403    
  0.749894E+36 0.208012E+16 0.972533      10.5922      2.00642     0.283237      2.64425      2.00208      1.02459     0.266919E-01  10.3856    
  0.794328E+36 0.214032E+16 0.992518      10.5373      2.01445     0.284690      2.66557      1.99991      1.05434     0.256434E-01  9.52970    
  0.841395E+36 0.220373E+16  1.01299      10.4817      2.02161     0.285993      2.68576      1.99616      1.08482     0.246402E-01  8.76111    
  0.891251E+36 0.226991E+16  1.03393      10.4255      2.02789     0.287144      2.70479      1.99082      1.11599     0.236818E-01  8.07077    
  0.944061E+36 0.233808E+16  1.05531      10.3687      2.03332     0.288144      2.72265      1.98395      1.14781     0.227664E-01  7.44954    
  0.100000E+37 0.240830E+16  1.07713      10.3114      2.03792     0.288994      2.73938      1.97559      1.18026     0.218922E-01  6.88935    
  0.105925E+37 0.248062E+16  1.09939      10.2536      2.04171     0.289699      2.75499      1.96583      1.21332     0.210573E-01  6.38322    
  0.112202E+37 0.255867E+16  1.12231      10.1953      2.04471     0.290259      2.76948      1.95472      1.24690     0.202611E-01  5.92571    
  0.118850E+37 0.263927E+16  1.14570      10.1367      2.04693     0.290674      2.78281      1.94229      1.28094     0.195029E-01  5.51207    
  0.125893E+37 0.272242E+16  1.16959      10.0778      2.04837     0.290946      2.79501      1.92860      1.31542     0.187807E-01  5.13739    
  0.133352E+37 0.280818E+16  1.19397      10.0187      2.04908     0.291079      2.80611      1.91373      1.35029     0.180929E-01  4.79733   
# 
#  0.141254E+37 0.289975E+16  1.21902      9.95928      2.04907     0.291077      2.81612      1.89774      1.38550     0.174382E-01  4.48839    
#  0.149624E+37 0.299533E+16  1.24465      9.89980      2.04836     0.290940      2.82503      1.88069      1.42094     0.168161E-01  4.20781    
#  0.158489E+37 0.309407E+16  1.27083      9.84022      2.04697     0.290671      2.83287      1.86264      1.45659     0.162249E-01  3.95257    
#  0.167880E+37 0.319606E+16  1.29755      9.78058      2.04493     0.290275      2.83965      1.84365      1.49239     0.156629E-01  3.71997    
#  0.177828E+37 0.330559E+16  1.32505      9.72097      2.04226     0.289757      2.84541      1.82381      1.52828     0.151293E-01  3.50788    
#  0.188365E+37 0.341930E+16  1.35316      9.66145      2.03898     0.289117      2.85014      1.80317      1.56415     0.146233E-01  3.31453    
#  0.199526E+37 0.353693E+16  1.38186      9.60205      2.03512     0.288360      2.85387      1.78179      1.59998     0.141433E-01  3.13801    
#  0.211349E+37 0.366045E+16  1.41127      9.54280      2.03070     0.287492      2.85665      1.75975      1.63570     0.136879E-01  2.97662    
#  0.223872E+37 0.379143E+16  1.44146      9.48380      2.02575     0.286516      2.85848      1.73711      1.67123     0.132567E-01  2.82915    
#  0.237137E+37 0.392710E+16  1.47230      9.42508      2.02028     0.285436      2.85938      1.71393      1.70649     0.128485E-01  2.69432    
